token,x,y
"directed",-0.12318262950853459,0.5342194060590582
"pre",0.007687596932425829,0.6472854018351003
"separate",0.05171883952557689,0.5103148060268743
"suggestions",-0.009804708034018887,0.5151673544307247
"collectively",0.12586959407386616,0.64895686323062
"procedure",0.030634568188542644,0.5051449723851292
"development",-0.11376681291048446,0.47993255881813157
"variety",0.022751945440915355,0.6205071110686902
"making",0.04753291100003004,0.608194527431021
"means",-0.05348390280462079,0.48472545640507336
"n",-0.010622522837017721,0.5031501320653358
"explains",0.06755795694267444,0.61766233861086
"propositions",0.07629230468816903,0.5959993440803915
"executives",-0.05969411558619394,0.6019574791473108
"originated",0.08753957981313626,0.6184531089661733
"xliii",0.015100284712895914,0.5831421291498694
"words",-0.043171815837516204,0.569084135605795
"appearance",-0.055670842266605756,0.5959326800026317
"characterisation",-0.048102128343942306,0.4943457709493686
"having",0.030817429110804567,0.6038361406354045
"known",0.004267058252612768,0.518120888430338
"given",-0.024912340650641886,0.5010694379048668
"zasulich",0.044372110779797885,0.68099433859323
"combined",-0.012455842019550363,0.5665025723262118
"merchants",0.004097423772882351,0.4757032406857787
"origin",-0.13749857069769295,0.46126412334319433
"help",-0.12733011321468363,0.5280554714075674
"exposition",-0.04975604785728179,0.5855972780137109
"forms",-0.09686070685362758,0.5854061399300389
"received",-0.03734222384349838,0.6425815282035641
"roughly",0.10033290517335468,0.7009964586983367
"anthropoid",-0.01250005946419886,0.6068344444869536
"aggravation",-0.06827132490732496,0.43920421100431495
"own",-0.02323764893114568,0.6720425852875969
"sex",-0.0030161490185737286,0.5495867094302843
"wild",-0.0167471923495165,0.6401536194353589
"anti",-0.02837426170967399,0.605676258580965
"departments",0.06883102836718108,0.5692088142047869
"formed",-0.09587230806473179,0.6704690746148615
"mankind",-0.004270225219581265,0.6071812615959675
"smelt",-0.01574533359488104,0.5767740428829529
"lump",-0.13672194389908912,0.6080064606498071
"firmer",0.04072526023065732,0.5718293059712822
"hold",0.051605656314931206,0.611217020305188
"use",-0.13240795522819132,0.5610673559664873
"dependence",-0.010791407084708764,0.594554715430236
"digger",-0.08844261631897166,0.45182407639398653
"metal",0.010630264380401613,0.6091313525075114
"exercises",-0.01729940920860549,0.6230203575545556
"xxii",0.09845557814345904,0.5835395988467261
"public",-0.018988442448168434,0.6614554426797583
"stone",-0.013274607998181039,0.6026799929563098
"3",0.012500350276078404,0.3851004430319501
"minsk",0.05715011753999773,0.6792687400201118
"have",0.03332220527349353,0.6549708751180767
"turning",0.053433422081212344,0.6250100915860347
"detail",0.06521487189965913,0.5572074914268389
"connected",0.1454976135034807,0.6248033251335199
"leningrad",0.14876784080620856,0.6814275824981103
"information",0.00714438710808845,0.6207170441023534
"editing",-0.07372881378665574,0.5027174633932643
"conscious",0.028641565526136847,0.5900162561129061
"presented",-0.002424088270986023,0.6564276401311414
"revealing",0.06322339194359389,0.5849072231096872
"with",-0.012088959554611832,0.6370509583699331
"property",-0.015425469810452806,0.5234087639058767
"satisfy",-0.18133560325711323,0.4229674764628941
"value",0.07114631534046476,0.5132807770968651
"produced",-0.03745454337299558,0.5502140847263013
"life",-0.01851434105993801,0.5785293415480095
"capitalists",-0.08871537932369755,0.4795888410611467
"reproduction",-0.03398664355463519,0.497030060269534
"together",0.1309191024723333,0.530666918373058
"lived",0.1285528072629171,0.6478564953351027
"rises",-0.12556260790448118,0.6090909366632574
"proposals",-0.10694553834269505,0.4985073714047442
"corresponding",-0.0178968895981284,0.6839914419080074
"operative",0.08482871067230302,0.5682104489503507
"remote",0.03253000897929857,0.5930999499661678
"vitally",-0.06912888169724787,0.5465579069191665
"april",-0.09796471181616448,0.4150924723134846
"full",0.17518620049283318,0.7138331583939739
"categories",-0.007584700766749913,0.6075628930208321
"leontyev",0.0785867614463535,0.48798532942881806
"prepared",0.003330410120568651,0.49684669722660124
"departure",-0.0690476003897876,0.5013750241887145
"underwent",0.26430673156096396,0.6962916651761051
"trade",0.05482617591708514,0.5129693148053565
"determining",-0.07891185701802411,0.5631150929486384
"rapidly",-0.050632862744540964,0.5503496732022182
"plants",0.07348734862316779,0.5919812686395339
"instance",0.10477848725095673,0.6904359001333116
"enriched",0.07448501943212853,0.699928884542703
"earlier",0.0539547077011051,0.682408731698277
"initial",0.14072397554826768,0.5938990150042585
"strengthen",-0.0619575601618906,0.4570841533412392
"1936",0.11877455169046941,0.48393759981617895
